08/02/2021;450;A;PYG;0,00078660;0,00078980;6795,52000000;6822,46000000
08/02/2021;460;A;UAH;0,19410000;0,19430000;27,61930000;27,65050000
08/02/2021;470;A;JPY;0,05101000;0,05102000;105,19000000;105,21000000
08/02/2021;482;A;GEL;1,61060000;1,62240000;3,30800000;3,33200000
08/02/2021;490;A;ALL;0,05213000;0,05254000;102,15000000;102,95000000
08/02/2021;495;A;HNL;0,21890000;0,22350000;24,01000000;24,51000000
08/02/2021;500;A;SLL;0,00052000;0,00052970;10132,00000000;10320,00000000
08/02/2021;503;A;MDL;0,30670000;0,30840000;17,40000000;17,50000000
08/02/2021;506;A;RON;1,32510000;1,32680000;4,04500000;4,04980000
08/02/2021;510;A;BGN;3,30480000;3,30560000;1,62360000;1,62380000
08/02/2021;530;B;GIP;7,36540000;7,37160000;1,37250000;1,37350000
08/02/2021;535;A;EGP;0,34160000;0,34380000;15,61000000;15,71000000
08/02/2021;540;B;GBP;7,37340000;7,37480000;1,37400000;1,37410000
08/02/2021;545;B;FKP;7,36540000;7,37160000;1,37250000;1,37350000
08/02/2021;560;A;LBP;0,00353400;0,00356500;1505,70000000;1518,70000000
08/02/2021;570;B;SHP;7,36540000;7,36890000;1,37250000;1,37300000
08/02/2021;575;A;SYP;0,00426200;0,00427300;1256,00000000;1259,00000000
08/02/2021;585;A;SZL;0,36090000;0,36110000;14,86100000;14,86800000
08/02/2021;603;A;LSL;0,36070000;0,36130000;14,85630000;14,87630000
08/02/2021;608;A;TMT;1,53330000;1,53780000;3,49000000;3,50000000
08/02/2021;622;A;MZN;0,07155000;0,07199000;74,55000000;75,00000000
08/02/2021;625;A;ERN;0,35420000;0,35780000;15,00000000;15,15000000
08/02/2021;630;A;NGN;0,01406000;0,01410000;380,70000000;381,70000000
08/02/2021;635;A;AOA;0,00824300;0,00832100;645,00000000;651,00000000
08/02/2021;640;A;TWD;0,19150000;0,19170000;27,99700000;28,02700000
08/02/2021;642;A;TRY;0,75500000;0,75620000;7,09740000;7,10740000
08/02/2021;660;A;PEN;1,47330000;1,47410000;3,64080000;3,64240000
08/02/2021;665;A;BTN;0,07355000;0,07357000;72,95400000;72,96000000
08/02/2021;670;A;MRO;0,01495000;0,01508000;356,00000000;359,00000000
08/02/2021;671;A;MRU;0,14770000;0,14990000;35,80000000;36,33000000
08/02/2021;680;B;TOP;2,26950000;2,41460000;0,42290000;0,44990000
08/02/2021;685;A;MOP;0,67110000;0,67210000;7,98500000;7,99700000
08/02/2021;706;A;ARS;0,06086000;0,06088000;88,16000000;88,17000000
08/02/2021;715;A;CLP;0,00730800;0,00731200;734,01000000;734,31000000
08/02/2021;720;A;COP;0,00151200;0,00151400;3544,68000000;3548,68000000
08/02/2021;725;A;CUP;0,22360000;0,22360000;24,00000000;24,00000000
08/02/2021;730;A;DOP;0,09221000;0,09302000;57,70000000;58,20000000
08/02/2021;735;A;PHP;0,11160000;0,11170000;48,06100000;48,08100000
08/02/2021;741;A;MXN;0,26700000;0,26710000;20,09720000;20,09840000
08/02/2021;745;A;UYU;0,12600000;0,12610000;42,57000000;42,60000000
08/02/2021;755;B;BWP;0,49000000;0,49270000;0,09130000;0,09180000
08/02/2021;760;A;MWK;0,00682300;0,00700200;766,51000000;786,51000000
08/02/2021;766;A;ZMW;0,24790000;0,24920000;21,53500000;21,65000000
08/02/2021;770;A;GTQ;0,69020000;0,69180000;7,75800000;7,77500000
08/02/2021;775;A;MMK;0,00377900;0,00384700;1395,00000000;1420,00000000
08/02/2021;778;B;PGK;1,48920000;1,52960000;0,27750000;0,28500000
08/02/2021;779;A;HRK;0,85500000;0,85580000;6,27160000;6,27670000
